Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],2023 [YR2023]
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,39.3276698500683,39.2907720034165,37.8428217198988,38.5874054560514,39.6870118233885,39.8516984491913,39.5806215022693,40.8413399694664,43.0855681093574,44.1767045363398,45.4229807420935,46.5292894700168,46.4978311381926,45.9571472862473,46.9711723611155,46.8841692340036,47.5573975653221,47.0225784802473,45.9002116666747,45.622784849177,44.4505675337902,44.7934123391013,45.5361031777126,45.3598634425003,45.7976362166401,47.0990459934673,47.1042431827224,46.7505423777989,46.1630611510582,46.1765354656363,43.1153329105596,41.4873957334357,41.0329187714114,42.4960168010639,43.5245422805356,43.3183429551554,43.5144291225346,42.7123222973135,42.9309888722669,44.2286236259049,44.620605869376,45.9703513367199,48.0576859942336,46.9541240200304,47.7101208278956,46.7015384615385,45.0378103459814,45.3594341174535,38.2829907905443
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.7914830663638,19.9439738307083,18.5861391981332,18.4099923154801,19.1121035364139,19.6922769882201,19.5843800536482,21.3540798828848,23.5100609074235,24.599254436897,25.4925222245396,26.5681893451605,27.1853327204051,24.7499139061302,32.6025028810906,35.4349475807119,36.0351972897845,33.829927750047,31.0613413353482,26.9808771439925,22.6446280317419,20.312067216126,20.8937072974529,18.1625864572871,18.342006982237,19.4932044346528,17.9232416590318,17.9525593720078,18.536841051673,16.7022945502994,15.6582196753392,14.4878781448342,13.614710169642,11.8443293841151,14.3823208189797,12.482134518802,8.71217788684371,8.33680172686696,9.52669262208222,9.51780053270187,11.0196293673452,12.4421402475198,10.1521318555823,7.8318338829694,7.22287389600863,4.72805664030769,4.83346464866493,4.87951594045073,19.7430723247274
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.5599990173084,17.3580170349289,16.1681565014734,17.4801037187624,18.4536805657234,17.9401362522062,17.3100349634307,18.110089452417,21.3951550469261,22.1451211404583,22.7750001428637,24.1727152412604,23.5317449422952,20.4350623009177,25.0098393604755,26.7586775044594,28.4439939103899,28.3780941731833,28.4441900780444,24.82334243075,20.1025535239991,18.21514310996,18.5173265975939,15.3617777891571,14.0821331520758,15.0398837413974,15.8914021302523,16.3244794663664,17.2331523968491,19.3537833179487,14.4874967782585,11.4618459582464,10.6584219385921,13.2613658201569,15.6824497735549,12.3755305591057,11.1693020664967,12.3760532854577,9.50591911764042,8.40330217866684,8.67333893768765,11.3443408327884,11.4270468708838,8.71395064120529,8.19957086480584,4.607628552,4.77448619420464,5.11232576278993,17.573699039207
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,43.1462525159503,43.1402990748017,43.3666742339174,43.2511056433479,43.7934751722352,43.0132973858151,42.6313769323417,43.2348066562247,45.8239527573535,46.3989493360759,46.2252655950979,46.6601210962037,46.5561547048834,45.3562358300454,42.2690268131211,40.4821901688549,39.9103386970019,40.3461495465791,41.8471972608319,39.6201305878555,36.1534434433744,35.5415967198136,33.5730284937681,34.1097089114429,34.8136823326466,35.5229456528019,37.5417204673365,38.8377197998557,40.0502854739137,43.2831497569643,39.0718680056364,35.2363600512445,34.157848854484,37.2086867816609,39.0783093902467,37.3208797769409,37.7270016851388,39.064106893606,34.3784061504283,31.9258628866708,31.9801024242069,32.9487495627914,34.605193076202,36.2969031242718,37.6038137258898,33.87895996,33.2197606069732,35.0357185622635,42.0789515576359
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,15.0124733393881,14.9369703981745,14.0860868384369,16.1005703947567,16.5358955398421,15.8831720481562,15.6299264256437,16.0430230597269,15.8181780335482,10.9562365189849,11.1389589630267,11.2387260137086,11.2310799432248,11.6627061599211,11.076537734555,16.7345024759724,10.1251615144195,9.62504082604117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.468774031062
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.70087321650666,7.96512804614377,8.09062621607631,8.49286376989869,9.05268573156305,9.41931765253305,9.12291556057604,9.37692044713406,9.67861882699669,9.90773258312895,10.2567686829398,10.3127948892952,10.212048608843,10.3094417362922,10.1014265266002,9.77140606467415,9.05725398272786,8.56924385783334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.84236823527058
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.62314627775085,1.60525971842503,1.75669947098837,1.68291101151296,1.67357820944542,1.71124264388853,1.7688865902507,1.77677106896806,1.73840928794394,1.7143409229625,1.70094267160117,1.65908251595704,1.73351986212832,1.89352379603523,1.71604254580499,1.75016458545192,1.8695916362794,1.87185802294835,1.93850823279804,1.99628893565843,2.05936465293746,1.98308624365796,1.83575968454189,1.87146591412577,1.65508069090551,1.63265067284541,1.65272667000964,1.68623388691537,1.69347959870483,1.92806687404062,2.44954206753443,2.31124341155315,2.45401611552735,2.44710131532583,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.66533914524613
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.8775379,121.5382526,120.5961882,122.8132903,116.3882038,104.2265872,97.36386675,92.70071605,92.84598562,89.31856151,81.38349829,72.67381064,63.71521287,55.79864972,48.20785124,41.41509824,35.11253649,30.14865123,25.81891467,20.94488156,16.08250443,11.37860424,6.744724531,3.448689963,1.913884263,1.069072913,0.557926117,0.29791213,0.129878018,0.053350925,0.014946866,0.004061416,0.001587842,0.000864322,0.000289186,6.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,..
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,27.7650612563156,30.2190732796596,31.2766154241293,30.8186302968419,31.5481478595353,30.9118639785891,30.2545232296357,30.4312672747562,29.7037271802947,31.5855813292794,30.8618085179503,30.5004796644425,32.1501169663397,31.9775769727453,29.4319344493349,30.2374939097036,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5682136542881
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.9570348245841,33.6435432376018,31.6993266521609,32.05779479128,33.2671727461536,33.3629088277166,32.8091700140346,35.7366365191203,41.0622375547902,43.4565336586029,45.3238980051121,48.2267491056915,48.8566998340785,43.2706517548981,55.7917305487312,61.3062263761052,63.9666823741274,62.2016695285804,59.0460484282778,51.255675021542,42.2129658074813,38.0506688551221,39.1550075711581,32.9642342464881,31.4800657540402,33.8146141990113,33.5607791589925,38.2395914495717,41.9301499852137,44.0047749571959,38.7722904240279,35.3965687227091,31.9893221071876,32.1133581934154,32.9062926537949,30.2788215834495,24.5532871678826,22.4893998064982,20.6000072102636,18.9070245856056,20.2867330873511,22.475015596493,19.9006837049257,16.3983074525026,14.1005041107918,8.38478392738461,8.8366018353075,9.55457678730054,33.357079919472
China,CHN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,90.223242733,98.5019354401,92.6680598569,91.4523399326,94.3377543893,99.7779239415,100,89.6419154119,87.1551588227,86.1261358508,83.8211644489,87.0042466436,96.5959343235,88.8723788024,93.8920224223,94.8747172354,93.7821101328,96.2476573291,98.5413686816,97.6727376141,103.3232265708,106.0373147989,110.4099875315,117.3178802324,116.8574489275,112.3365612657,108.0962918141,108.2013416034,107.1418701968,109.3168193749,107.1304829556,108.2696793657,108.3424737702,96.1988010499,100.2110887159,90.2445232345,98.1409190167,102.4224063389,106.0373147989,124.3647519063,127.4972475155,124.5321953241,..,..,..,..,..,..
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2448050054960.7,2724353650084.8,2326232537961.7,2114161989828.3,1961562462976.8,1710819944231.6,1413904270462.7,1333768986063.5,1778380562695.9,1480476659937.3,1148164368937.8,1054209569422.7,742737476056.6,454495613318.6,386423097229.7,377749152515.9,326419519861.6,285857036926.9,247359209017.2,207180503978.3,185465746540.1,184315443994.2,145906872763.7,148825573986.7,144214433291.8,146904623209.9,129037039407.6,118314843047,100667359411.3,86092752669.9,72538895534.7,60259186451.5,55301409898.8,44932469163.1,42438957562.4,35339526722.2,23719315917.2,16699215995.6,12088935352.5,9611696896,8359968254.8,5798013609.4,..,..,..,..,..,..,2420210835503.5
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.7452117111153,8.68754451581172,9.19478034214525,9.49516872239568,8.25271896595969,7.58735986967657,6.91875543607767,4.90274889592115,3.01971745253991,3.03970189644669,3.08464755083677,2.91665272408534,2.89643097782304,2.91078502611598,2.07153224336163,2.37686039838911,2.63307518851185,3.38467578740924,3.72629115340062,8.11986549717689,12.1466869814639,11.4697161899431,13.1349160431843,16.8011650521446,12.5451629025233,12.6134314823957,8.80315326448636,9.8847479020214,8.91539620759218,11.1433393326538,10.2103523871014,11.9296641244236,11.6854750368432,11.364784641873,9.63398329984593,9.59381344259845,9.70164668252778,8.37267846293985,7.95929531402312,10.8809215876289,8.5924549828137,..,..,..,..,..,..,..,10.2761912052145
China,CHN,Net migration,SM.POP.NETM,-293846,-379749,-91577,-656091,-198206,-94625,-153056,-646941,-371108,-188951,-58864,-416189,-184144,-177135,-764370,-1042019,-759559,-103701,-770977,-613223,-761291,-176419,-62622,-96102,-40472,-279251,-250750,-365986,-723641,-373316,-142985,-544650,-11187,-313476,-282194,-169170,-79190,-60929,-51961,-43756,-36181,-28016,-20129,-13704,-9916,-15323,-55109,-115173,-567724
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,26093633202.03,22479899032.72,18876250770.21,18294313104.25,24305605210.61,28675983092.3,26883278893.8,33104675861.87,29910500593.04,17790105219,17065623287,16568371453,13636040942,9209489821,9136546899.82745,6833129702.14478,4319492608.79338,3337061829.2962,6641220178.7534,4625331810,2353070421.5742,1209000000,758082000,530000000,344000000,4589000000,1672000000,350000000,857000000,631380000,619380000,389820000,195940000,188860000,326340000,228040000,445280000,271000000,403000000,542000000,617320000,..,..,..,..,..,..,..,29110273774.63
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,190203789092.51,344074977062.48,253095616058.58,187169822364.755,235365050036.341,166083755721.649,174749584584.051,242489331627.399,268097181064.335,290928431467.003,241213868161.42,280072219149.935,243703434558.178,131057052869.5,171534650311.569,156249335203.202,124082035618.506,104108693867.085,68117272181.2194,57900937467.3864,53073618897.4036,47053000000,42095300000,41014000000,45644000000,45439000000,40180000000,35849200000,33787000000,27515000000,11156000000,4366000000,3487000000,3393000000,3194000000,2314000000,1875000000,1659000000,1258000000,636000000,430000000,265000000,57000000,80000,..,..,..,..,42727679407.24
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-282320007.324219,-564140014.648438,-572500000,-608580017.089844,-705270019.53125,-989940002.441406,-791429992.675781,-306290008.544922,-947070007.324219,-656549987.792969,-180529998.779297,-603609985.351563,671890014.648438,1471119995.11719,1749949951.17188,1714510009.76563,1268520019.53125,1798339965.82031,1709949951.17188,1361550048.82813,1511520019.53125,1497660034.17969,1749020019.53125,2407000000,2456879882.8125,2060830078.125,2655899902.34375,3463699951.17188,3132290039.0625,3202379882.8125,2988260009.76563,1918750000,2030599975.58594,2067250000,1916119995.11719,1377290039.0625,1095140014.64844,938750000,797479980.46875,668799987.792969,523380004.882813,475899993.896484,65500000,16850000.3814697,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
